525,524,525,525,525,525,524,524,524,524,523,524,525,525,525,525,524,524,524,524,523,524,531,531,532,532,532,533,532,533,533,532,533,533,533,533,532,531,530,530,530,529,529,529,528,528,528,529,529,529,529,528,526,526,526,526,525,525,525,524
524,524,523,524,524,524,525,525,525,525,525,525,523,524,524,524,525,525,525,525,525,525,525,525,526,526,526,526,526,526,526,526,526,526,525,525,525,525,525,525,524,525,525,525,524,523,523,523,522,522,522,522,522,522,522,522,523,522,523,523
523,522,522,522,523,523,524,523,524,524,524,524,522,522,523,523,524,523,524,524,524,524,526,525,525,525,525,526,526,526,528,528,528,528,528,528,528,529,526,526,525,525,525,525,525,524,524,524,524,524,524,525,525,525,525,526,526,526,528,526
526,528,528,528,528,529,530,529,531,531,531,531,528,528,528,529,530,529,531,531,531,531,526,528,528,529,529,529,529,529,531,531,530,530,530,530,529,529,530,530,530,529,529,529,529,528,528,529,529,528,528,528,530,529,530,530,530,530,531,529
530,530,529,529,529,529,528,526,526,526,526,525,529,529,529,529,528,526,526,526,526,525,533,532,533,533,532,532,532,532,532,532,532,532,531,532,531,531,530,530,531,531,531,531,531,530,531,530,531,531,532,532,532,532,532,531,531,531,530,530
529,529,529,529,529,530,530,531,531,530,530,530,529,529,529,530,530,531,531,530,530,530,529,528,529,529,528,528,528,526,528,526,526,526,525,525,524,525,524,523,522,522,521,521,521,521,520,521,521,522,524,524,524,524,524,525,525,525,525,524
525,524,524,524,524,524,525,525,525,525,524,523,524,524,524,524,525,525,525,525,524,523,526,526,528,526,528,526,526,525,526,526,528,528,528,526,526,526,525,525,525,525,525,525,525,524,525,525,524,524,524,523,522,522,522,521,520,520,520,520
521,520,520,521,521,521,522,522,524,523,523,524,520,521,521,521,522,522,524,523,523,524,521,522,522,522,523,523,522,522,522,522,522,522,523,523,524,523,524,523,524,525,524,524,524,525,524,524,525,524,524,525,524,525,525,525,526,528,529,530
531,531,531,531,532,532,532,532,532,532,532,531,531,531,532,532,532,532,532,532,532,531,528,528,526,528,526,528,526,526,526,526,525,525,525,525,526,525,525,525,525,525,525,525,528,528,529,528,529,529,529,529,529,530,530,530,529,530,530,531
531,530,531,530,529,528,528,526,528,528,528,529,531,530,529,528,528,526,528,528,528,529,531,532,533,533,534,534,534,533,533,532,532,533,533,534,533,534,533,533,534,534,534,534,534,534,534,533,533,532,532,532,532,532,531,532,531,531,531,531
530,529,530,529,528,529,528,526,528,526,525,525,530,529,528,529,528,526,528,526,525,525,526,528,528,528,529,530,530,530,530,530,529,528,528,526,528,528,529,530,531,530,531,530,530,530,529,528,529,528,528,528,529,529,529,529,530,529,528,529
529,529,528,529,529,528,530,530,531,531,529,530,528,529,529,528,530,530,531,531,529,530,531,530,531,530,531,531,531,531,531,531,531,529,528,528,528,528,526,526,526,526,528,528,528,526,526,525,525,525,525,525,525,525,526,526,528,528,526,526
526,526,526,526,526,526,525,528,526,528,528,528,526,526,526,526,525,528,526,528,528,528,530,531,529,531,529,529,529,528,526,526,526,526,525,525,524,523,523,523,523,524,525,525,525,526,526,526,528,528,526,526,525,525,525,525,526,526,526,526
528,529,529,530,529,529,529,529,530,529,528,528,529,530,529,529,529,529,530,529,528,528,524,523,523,524,524,524,525,525,526,526,526,526,525,528,526,528,528,528,528,528,526,526,526,528,526,525,525,525,524,524,524,524,523,523,523,523,523,523
524,524,524,524,524,523,523,523,524,524,522,523,524,524,524,523,523,523,524,524,522,523,528,529,529,529,530,529,529,529,528,528,528,526,525,525,523,524,524,525,528,529,530,531,530,529,529,528,528,526,526,528,525,526,525,526,526,528,530,530
